timestamps,CAN_DataFrame.CAN_DataFrame.BusChannel,CAN_DataFrame.CAN_DataFrame.IDE,CAN_DataFrame.CAN_DataFrame.DLC,CAN_DataFrame.CAN_DataFrame.DataLength,CAN_DataFrame.CAN_DataFrame.Dir,CAN_DataFrame.CAN_DataFrame.EDL,CAN_DataFrame.CAN_DataFrame.BRS,CAN_DataFrame.CAN_DataFrame.ID,CAN_DataFrame.CAN_DataFrame.DataBytes
212.29025000000004,1,0,8,8,1,0,0,7DF,02 01 11 55 55 55 55 55
212.29465000000002,1,0,8,8,0,0,0,7E8,03 41 11 50 FF FF FF FF
212.31025000000002,1,0,8,8,1,0,0,7DF,02 01 5E 55 55 55 55 55
212.33025,1,0,8,8,1,0,0,7DF,02 01 1F 55 55 55 55 55
212.33470000000003,1,0,8,8,0,0,0,7E8,04 41 1F 01 79 FF FF FF
212.39025,1,0,8,8,1,0,0,7DF,02 01 0A 55 55 55 55 55
212.41025000000005,1,0,8,8,1,0,0,7DF,02 01 0B 55 55 55 55 55
212.41465000000002,1,0,8,8,0,0,0,7E8,03 41 0B 55 FF FF FF FF
212.43025000000003,1,0,8,8,1,0,0,7DF,02 01 0C 55 55 55 55 55
212.43470000000005,1,0,8,8,0,0,0,7E8,04 41 0C 25 9C FF FF FF
212.45025,1,0,8,8,1,0,0,7DF,02 01 0D 55 55 55 55 55
212.45470000000003,1,0,8,8,0,0,0,7E8,03 41 0D 3D FF FF FF FF
212.47025000000005,1,0,8,8,1,0,0,7DF,02 01 10 55 55 55 55 55
212.49025000000003,1,0,8,8,1,0,0,7DF,02 01 11 55 55 55 55 55
212.49475000000004,1,0,8,8,0,0,0,7E8,03 41 11 50 FF FF FF FF
212.51025,1,0,8,8,1,0,0,7DF,02 01 5E 55 55 55 55 55
212.53025000000005,1,0,8,8,1,0,0,7DF,02 01 1F 55 55 55 55 55
212.53490000000002,1,0,8,8,0,0,0,7E8,04 41 1F 01 79 FF FF FF
212.59025,1,0,8,8,1,0,0,7DF,02 01 0A 55 55 55 55 55
212.61025000000004,1,0,8,8,1,0,0,7DF,02 01 0B 55 55 55 55 55
212.61475000000004,1,0,8,8,0,0,0,7E8,03 41 0B 55 FF FF FF FF
212.63025000000002,1,0,8,8,1,0,0,7DF,02 01 0C 55 55 55 55 55
212.63465000000005,1,0,8,8,0,0,0,7E8,04 41 0C 25 D4 FF FF FF
212.65025,1,0,8,8,1,0,0,7DF,02 01 0D 55 55 55 55 55
212.65480000000005,1,0,8,8,0,0,0,7E8,03 41 0D 3E FF FF FF FF
